author_experience,repository,caused_TR,problematic_integration,lines_added,lines_deleted,files_changed,programming_language,multiple_languages,num_reviewers,num_comments,num_unresolved_comments,num_patchsets,reviewer_experience,past_TRs,active_TRs,critical_TRs,ci_cd_status,hour,day_of_week,time_since_last_commit,test_coverage,documentation_changes,risk_score
3,payment-gateway,0,0,376,192,17,Erlang,0,2,10,3,8,2,18,0,3,failing,16,Sunday,13,51,0,57.33746751096289
1,iot-controller,1,1,251,10,15,Java,0,3,19,0,2,2,4,5,1,failing,3,Sunday,52,69,1,63.17894873030999
1,data-analytics,1,1,432,97,3,C,1,3,18,1,8,3,4,0,0,failing,3,Sunday,64,68,0,92.6792205648523
1,payment-gateway,1,0,317,71,14,Erlang,1,2,13,3,5,1,12,0,3,passing,15,Wednesday,2,30,0,87.65098622774396
3,iot-controller,0,0,429,97,6,C++,1,5,1,1,3,1,29,5,1,passing,0,Monday,68,73,1,42.219168502267735
1,auth-service,0,1,462,101,13,Python,1,2,14,2,1,2,30,2,2,failing,19,Wednesday,12,58,0,55.66545987131278
1,payment-gateway,1,0,235,140,17,C++,1,3,0,2,4,2,8,0,3,passing,2,Tuesday,46,54,1,79.96676315589737
1,iot-controller,1,1,207,92,14,Erlang,1,4,9,1,8,3,9,0,1,failing,20,Tuesday,10,79,0,77.48448358163478
2,payment-gateway,0,0,267,116,18,Python,1,1,1,1,7,1,5,1,3,passing,23,Friday,50,74,0,66.03891569393436
3,image-processor,1,1,302,180,13,C++,0,4,10,3,10,3,15,1,3,failing,2,Friday,10,81,0,86.45355714554739
3,payment-gateway,1,0,358,184,13,Erlang,1,1,4,0,9,1,2,1,3,failing,12,Tuesday,32,57,0,68.30931956475854
3,message-queue,1,1,453,69,1,C,1,4,9,5,4,3,1,2,3,failing,19,Wednesday,57,42,1,60.875292999809076
2,image-processor,0,0,81,62,6,Java,1,5,17,4,10,3,16,3,1,failing,17,Tuesday,10,83,0,35.81499660124738
1,iot-controller,0,1,490,59,1,C,0,2,8,1,9,2,7,2,3,failing,14,Friday,27,61,0,73.10922783593003
1,iot-controller,0,0,400,153,17,Python,1,1,17,0,4,2,19,4,1,failing,18,Friday,71,85,1,51.2853929924126
3,payment-gateway,0,1,485,30,2,Erlang,1,3,13,1,9,1,1,2,2,failing,18,Tuesday,10,53,1,65.5649545460939
3,payment-gateway,0,0,175,5,3,Erlang,0,5,4,0,7,2,9,2,1,passing,23,Thursday,19,72,1,36.65167797199395
1,payment-gateway,0,0,396,171,3,C,0,1,17,4,8,2,3,4,1,failing,23,Wednesday,64,41,1,86.21735058379558
1,message-queue,1,0,443,155,7,C,1,2,13,5,7,2,25,1,0,failing,0,Monday,1,86,0,84.21480242901933
2,image-processor,0,0,248,68,14,Erlang,1,5,19,5,2,2,12,3,1,passing,20,Sunday,9,47,1,60.25311548720698
2,payment-gateway,0,0,356,14,3,Java,1,3,18,0,9,1,8,3,1,passing,13,Monday,44,61,1,36.49094596645623
2,auth-service,1,1,228,137,7,Python,0,3,12,4,6,2,14,0,2,failing,20,Monday,45,55,0,82.26347247492917
3,data-analytics,1,1,210,42,19,C,1,1,8,5,7,2,17,0,1,failing,8,Friday,16,56,1,68.85291441963521
2,image-processor,0,1,179,30,2,Java,0,2,17,0,5,2,6,4,3,passing,22,Friday,21,61,0,40.945696610365815
1,data-analytics,1,1,470,195,17,Python,0,3,18,2,10,3,4,5,1,passing,8,Wednesday,70,71,1,67.47544120183805
1,auth-service,0,0,475,83,16,C++,1,4,19,5,5,2,5,0,3,failing,8,Tuesday,43,75,0,48.94595854384031
3,payment-gateway,1,0,475,196,12,Erlang,0,4,4,2,1,1,28,4,3,failing,21,Wednesday,20,80,1,60.595044861484475
3,message-queue,0,0,385,29,8,Erlang,0,4,1,3,8,3,14,1,0,failing,15,Thursday,58,97,1,38.103720199997326
3,auth-service,1,0,395,94,3,Erlang,0,2,12,5,1,3,8,1,0,failing,17,Thursday,6,40,0,71.72894644265719
2,message-queue,1,0,478,192,13,Java,0,4,7,1,2,3,12,4,1,passing,15,Tuesday,5,67,0,53.21964768888805
1,data-analytics,0,0,368,9,4,C,1,3,13,5,5,2,8,1,0,passing,8,Monday,40,87,0,50.88555096919275
3,payment-gateway,0,0,231,141,2,Erlang,1,2,13,2,9,3,0,4,3,failing,0,Wednesday,66,83,1,65.89912319313737
2,auth-service,1,0,77,193,8,Erlang,0,4,19,3,10,3,8,2,1,passing,1,Tuesday,38,58,0,93.93146303438364
3,iot-controller,1,0,134,185,12,C,0,5,9,4,2,1,27,0,0,passing,23,Saturday,46,81,1,80.81070653252095
1,data-analytics,0,0,222,106,9,C++,1,3,9,1,3,1,29,0,1,passing,22,Saturday,27,74,1,62.50012144262971
1,data-analytics,1,0,183,159,16,Erlang,0,4,14,4,2,1,8,3,0,failing,18,Friday,31,54,1,72.7765320473041
3,data-analytics,1,1,255,81,4,Python,1,5,20,5,8,1,29,0,0,failing,18,Sunday,17,47,1,68.20884563845988
3,data-analytics,0,1,208,37,20,Erlang,0,2,6,3,4,3,3,0,1,passing,22,Tuesday,47,58,1,48.57580305023647
3,data-analytics,1,1,304,62,3,Java,1,3,10,0,4,3,2,3,0,passing,15,Thursday,12,70,1,34.204390626526035
2,auth-service,1,0,171,60,3,C,0,2,9,0,8,1,11,2,1,failing,8,Sunday,34,95,1,60.57883481194071
3,image-processor,0,1,136,112,6,Erlang,1,1,19,4,6,3,18,1,3,passing,2,Monday,33,93,0,77.74185150308637
1,data-analytics,1,1,328,58,19,Erlang,1,1,15,4,6,3,1,3,1,passing,11,Wednesday,25,30,1,78.93651105345906
2,auth-service,1,0,422,168,14,Python,1,4,9,3,7,2,7,5,2,passing,16,Tuesday,71,64,1,69.77924751828198
3,iot-controller,0,1,209,148,13,Python,1,4,3,1,9,1,22,3,1,passing,7,Monday,66,43,1,64.35509779446565
2,auth-service,0,1,344,193,20,Python,0,1,4,2,5,2,21,2,1,passing,11,Sunday,64,91,0,71.58261285890424
3,iot-controller,0,0,31,54,20,Java,1,3,2,4,2,1,18,0,2,failing,1,Wednesday,9,85,0,35.88360577490879
1,image-processor,0,0,380,139,9,C++,1,2,1,1,5,3,26,2,2,failing,10,Tuesday,39,61,1,42.267192145115864
3,message-queue,0,1,281,34,4,Python,0,3,16,1,8,2,10,2,1,passing,1,Wednesday,11,55,0,48.692639528658006
3,auth-service,0,1,60,189,8,Java,0,5,10,2,2,1,6,0,3,failing,11,Wednesday,15,79,1,39.864740027820076
1,iot-controller,1,1,356,167,12,Java,0,5,3,3,4,1,9,5,0,passing,20,Sunday,67,66,0,70.50482286032673
1,auth-service,1,0,96,177,20,Erlang,1,4,7,0,9,2,25,0,2,passing,21,Wednesday,61,92,1,87.40975418068899
1,payment-gateway,1,1,101,28,10,C++,1,1,12,2,8,2,20,3,0,failing,16,Thursday,16,66,0,77.95282790525022
3,data-analytics,1,0,422,13,19,Python,0,3,4,2,9,1,1,3,1,passing,6,Tuesday,22,96,0,66.35962457486599
1,iot-controller,0,1,98,16,18,Python,0,4,2,2,7,1,22,0,2,failing,23,Friday,63,81,0,58.630062458407494
2,auth-service,1,0,115,14,9,C,0,2,7,4,10,2,1,1,0,failing,0,Tuesday,56,38,0,63.95607046174926
2,payment-gateway,1,1,448,116,14,C,0,1,0,4,6,1,19,0,0,failing,5,Sunday,45,89,1,98.94028986452417
3,message-queue,0,0,458,25,16,C,1,2,17,4,5,2,2,0,2,failing,14,Saturday,14,84,1,53.38263278489176
2,iot-controller,0,1,1,57,16,C++,0,5,19,4,1,1,18,2,3,passing,5,Monday,63,79,1,64.85253969067101
1,data-analytics,0,0,86,126,13,C++,1,4,10,1,8,2,20,0,3,passing,23,Sunday,61,95,1,70.91939949586086
2,auth-service,1,0,200,130,8,C,0,1,14,2,10,1,12,2,2,failing,21,Monday,2,70,0,77.23166084133491
3,message-queue,1,0,97,100,6,Erlang,1,1,9,5,8,1,9,2,2,passing,4,Thursday,34,81,0,69.87653069231142
1,auth-service,1,1,291,39,3,Java,1,3,2,1,6,3,0,4,0,passing,5,Thursday,54,41,1,67.58881105803592
3,message-queue,0,1,154,60,9,Java,0,2,14,5,8,2,13,5,1,failing,1,Friday,53,51,0,54.44816109787692
3,payment-gateway,0,0,134,163,3,Erlang,1,3,17,0,2,2,3,1,3,failing,16,Thursday,72,80,1,40.29779326441955
2,image-processor,1,0,370,128,14,Python,1,5,11,2,10,1,21,2,1,passing,13,Saturday,52,96,0,81.94915800481178
1,payment-gateway,0,1,7,145,13,C,1,1,11,4,8,1,8,1,1,failing,14,Friday,68,86,1,85.01774702588602
1,iot-controller,0,1,486,192,19,Java,1,3,3,1,6,3,28,1,1,passing,23,Monday,24,31,0,70.44157146778262
1,iot-controller,0,0,107,108,14,C,0,2,6,5,9,2,12,3,3,failing,8,Friday,43,74,1,60.297565270138556
1,iot-controller,1,1,486,161,19,Erlang,0,3,9,0,8,2,6,5,0,passing,4,Wednesday,3,43,0,85.58649341767855
1,auth-service,1,1,25,0,2,Java,0,3,10,1,2,3,4,4,2,failing,6,Tuesday,48,64,0,50.52934833744427
2,auth-service,1,1,139,12,2,Java,0,4,13,4,3,3,5,3,2,failing,13,Sunday,54,46,0,60.81560230719496
1,image-processor,1,1,247,1,2,Erlang,1,2,6,5,7,1,23,4,1,passing,22,Sunday,17,60,0,80.34267668043643
1,data-analytics,1,1,98,90,20,Erlang,0,1,12,4,6,1,19,5,2,passing,9,Thursday,22,33,1,60.86757781648476
3,message-queue,0,1,115,199,4,Java,0,3,1,2,1,1,27,1,2,passing,13,Monday,42,66,1,40.66462763628974
2,iot-controller,0,0,131,84,7,Java,1,5,18,5,4,2,24,3,3,passing,12,Monday,3,62,0,29.847162368490324
2,payment-gateway,1,0,239,150,3,Python,0,1,12,2,7,3,0,0,3,failing,15,Tuesday,54,47,0,81.5121756067494
3,iot-controller,1,0,370,161,16,C,1,2,4,0,7,3,15,2,1,passing,10,Thursday,64,46,1,74.3084348876967
1,data-analytics,1,0,492,88,5,C,0,3,7,2,2,2,12,1,1,failing,4,Tuesday,35,76,1,59.092491991859156
2,image-processor,1,1,271,7,15,Java,0,2,16,0,4,2,19,0,0,failing,2,Wednesday,58,39,1,54.78216588056152
1,data-analytics,1,1,109,7,5,C,0,4,0,4,9,1,5,3,0,failing,20,Tuesday,42,61,1,60.21258020562627
3,image-processor,1,0,225,124,1,Erlang,1,4,0,1,2,3,7,0,0,passing,20,Tuesday,4,50,1,59.79903343931184
3,auth-service,1,1,279,158,17,Python,1,4,9,5,9,1,20,5,1,passing,1,Wednesday,13,88,1,66.1823832916926
3,message-queue,1,1,45,47,6,C++,0,2,4,1,10,2,11,0,3,failing,5,Thursday,52,88,0,71.22995712664698
1,image-processor,0,0,489,85,3,Python,1,5,7,4,7,1,23,0,2,passing,18,Thursday,68,62,0,50.69240756356719
1,data-analytics,1,1,24,63,8,Java,1,4,11,2,8,1,16,5,1,passing,8,Thursday,20,82,0,56.69316997561406
3,data-analytics,1,1,281,10,18,Python,0,4,16,5,4,1,18,3,3,passing,8,Friday,23,39,0,63.188004629117266
2,message-queue,0,1,365,105,17,Erlang,1,4,12,0,8,3,19,4,1,passing,22,Friday,40,58,1,75.36371377241255
1,message-queue,1,1,381,190,14,Erlang,1,5,15,0,10,1,17,5,2,passing,22,Friday,71,79,1,98.16997708681237
1,data-analytics,1,1,113,170,4,C++,1,3,19,1,1,2,2,3,3,passing,1,Thursday,54,75,0,83.7217737541675
3,iot-controller,0,1,360,102,4,Java,1,3,4,5,9,1,1,2,0,failing,14,Tuesday,2,60,0,53.80371345947257
2,data-analytics,0,0,31,194,6,C++,1,4,7,2,2,2,16,0,0,passing,6,Thursday,61,33,0,59.223305566182596
1,message-queue,1,1,73,196,14,C,0,1,12,4,8,3,22,0,0,failing,23,Tuesday,44,43,1,91.32887973427596
1,auth-service,0,0,391,174,3,C++,0,1,0,3,6,3,17,1,2,failing,6,Saturday,56,95,1,77.03685883377241
3,payment-gateway,1,1,210,153,18,Erlang,0,1,18,4,3,1,29,4,3,failing,4,Sunday,48,84,1,89.48327641336422
1,iot-controller,0,0,466,139,2,Java,0,4,8,1,4,2,1,1,0,failing,4,Tuesday,51,36,1,45.59850223886856
2,data-analytics,0,0,381,125,19,C++,0,2,2,2,7,1,0,0,2,passing,1,Saturday,12,43,1,59.155989155560114
3,image-processor,1,0,125,161,18,C++,1,2,0,3,10,2,13,2,3,passing,14,Friday,16,64,1,72.53298410840993
1,iot-controller,1,0,92,90,7,Python,1,4,11,3,8,3,10,4,0,failing,19,Saturday,7,94,0,71.77916623111112
2,data-analytics,0,1,14,12,18,C,1,2,19,4,1,2,7,1,3,failing,15,Tuesday,46,88,0,55.40785462021288
1,data-analytics,0,0,21,193,14,C++,0,1,4,5,5,2,24,2,2,passing,11,Friday,69,30,0,63.40803787036702
2,auth-service,0,1,313,111,20,Java,1,2,7,5,1,2,6,1,3,failing,1,Thursday,42,72,1,62.752949746471565
3,iot-controller,1,1,171,127,18,Python,0,3,13,3,3,1,30,2,3,passing,8,Thursday,11,57,0,50.635550063100126
1,data-analytics,0,0,71,42,8,C++,1,5,7,5,9,3,10,2,2,failing,14,Wednesday,13,88,0,42.40097246267035
3,image-processor,0,1,187,11,14,Java,0,4,4,2,8,1,13,0,3,passing,7,Monday,60,88,0,40.75478891458284
3,auth-service,0,0,9,0,8,Python,0,5,17,5,6,3,22,2,3,failing,14,Monday,19,52,0,36.66481716067926
2,payment-gateway,0,0,20,117,1,Erlang,1,1,15,4,3,3,18,3,0,failing,18,Sunday,19,89,0,77.18111500603655
2,data-analytics,1,0,408,8,11,C++,1,2,1,2,4,3,1,2,3,failing,18,Thursday,17,99,1,69.69611146261144
1,iot-controller,1,1,445,15,5,Erlang,1,4,15,1,7,1,9,5,0,failing,18,Saturday,68,35,0,100.0
2,auth-service,0,0,335,143,3,Java,1,1,19,5,7,3,16,3,2,passing,15,Saturday,67,49,1,64.31288090684369
1,auth-service,1,0,285,94,18,Python,0,2,5,3,6,2,6,3,0,failing,22,Friday,18,51,1,69.70829896969863
3,payment-gateway,0,0,142,50,12,C++,0,2,14,1,7,2,7,4,2,passing,8,Monday,59,69,1,52.60072886836073
1,image-processor,1,1,353,184,6,Erlang,0,5,18,4,7,1,2,0,0,failing,16,Tuesday,72,96,1,70.41357577047927
1,data-analytics,1,1,19,109,6,Java,0,1,16,2,4,1,20,4,3,passing,16,Thursday,62,78,0,60.607991005307674
2,image-processor,1,0,59,136,7,C++,0,5,0,2,2,3,30,0,0,passing,4,Wednesday,39,98,1,62.91174892957692
1,payment-gateway,1,0,30,108,3,Java,0,3,5,3,5,1,2,1,3,failing,7,Tuesday,65,73,0,57.73411208980829
2,message-queue,1,0,340,155,2,Python,1,2,15,5,3,1,17,1,1,failing,12,Wednesday,29,36,1,62.739733835089005
1,image-processor,0,1,240,121,3,Java,1,2,2,0,5,2,24,0,1,failing,7,Wednesday,19,44,1,44.29197987310555
2,message-queue,0,0,172,17,20,C,1,2,16,5,9,3,5,4,3,failing,12,Wednesday,46,37,1,48.90997644177429
1,iot-controller,0,1,78,113,17,Python,1,4,13,3,1,3,29,4,2,failing,8,Sunday,24,100,0,66.57987493583008
2,payment-gateway,0,1,43,135,18,Erlang,0,5,7,4,9,2,15,4,2,passing,6,Wednesday,26,93,0,77.54196916955644
1,auth-service,1,0,151,184,20,Python,1,5,19,2,2,3,28,2,1,failing,4,Sunday,61,45,0,100.0
3,auth-service,1,1,4,52,2,C,1,3,0,3,9,1,26,2,3,failing,4,Saturday,29,85,0,81.71118598106787
2,data-analytics,0,1,364,14,4,C++,0,5,9,3,3,2,5,4,3,failing,12,Sunday,16,35,0,57.62180153206096
1,iot-controller,0,0,498,152,12,Java,0,4,1,1,3,3,30,5,0,failing,23,Saturday,70,38,1,52.09703054211845
3,auth-service,1,1,106,86,19,Python,0,4,4,2,8,2,10,2,1,passing,16,Tuesday,21,79,1,41.020371493257116
3,message-queue,0,1,365,199,7,C++,0,5,11,4,7,3,17,1,0,passing,7,Wednesday,68,55,0,62.17321130120114
3,auth-service,0,1,426,27,9,C++,1,2,12,2,7,3,12,3,3,passing,21,Tuesday,15,41,0,77.04587491446284
1,data-analytics,1,1,181,4,3,Java,1,4,8,4,4,2,7,0,1,passing,0,Saturday,11,68,0,55.196918544901806
1,payment-gateway,0,0,316,119,3,Erlang,1,2,12,3,5,3,19,2,2,passing,21,Thursday,71,36,0,73.44496163935946
2,payment-gateway,1,0,493,137,11,Java,0,2,2,3,1,2,20,4,3,passing,21,Wednesday,63,55,1,65.28445208954246
3,image-processor,1,1,49,8,18,C++,0,1,5,4,7,1,26,4,0,passing,3,Monday,58,74,1,72.02615363645454
2,image-processor,1,1,158,28,13,Java,0,2,1,4,2,2,14,4,1,passing,17,Friday,54,80,1,50.95835691895632
3,iot-controller,1,0,371,44,5,Python,0,3,18,1,4,1,12,5,1,passing,15,Tuesday,52,91,0,42.917441473401645
1,data-analytics,0,0,239,57,12,C++,1,4,6,4,1,2,9,1,2,failing,3,Friday,70,70,0,67.67159143868044
1,auth-service,1,1,266,1,10,Python,1,3,0,4,1,1,17,2,1,passing,4,Monday,18,37,0,66.9592230381031
1,payment-gateway,0,1,115,143,7,C,1,4,9,1,2,1,23,4,3,failing,4,Tuesday,48,45,1,73.06367466627334
2,message-queue,0,0,417,5,6,Java,1,4,8,3,3,3,25,2,2,failing,5,Monday,29,60,1,46.625574957740355
2,payment-gateway,0,0,197,64,12,C++,1,3,4,5,10,2,18,3,3,passing,20,Thursday,57,86,1,41.88730463831225
2,auth-service,0,0,214,50,8,C,0,4,5,5,1,1,24,3,3,passing,16,Sunday,60,55,1,39.62235086710623
3,auth-service,0,1,299,72,11,Erlang,0,3,14,5,7,2,1,1,1,passing,3,Thursday,39,93,0,59.80652494271163
1,payment-gateway,1,1,304,0,4,Erlang,1,1,8,4,9,1,6,1,2,failing,9,Monday,36,56,1,77.9165599349529
2,data-analytics,0,1,242,135,15,C++,0,2,20,2,1,3,6,2,1,passing,14,Friday,69,57,0,64.8688389156691
3,data-analytics,0,0,414,127,10,Erlang,0,4,12,1,1,3,20,1,3,failing,7,Wednesday,34,75,0,37.62546677592703
2,payment-gateway,0,1,391,51,12,Erlang,0,2,2,4,6,1,5,3,0,passing,11,Saturday,17,97,0,62.97539185465312
3,image-processor,1,1,177,163,3,C,1,4,20,0,7,3,0,5,0,failing,19,Thursday,66,75,0,69.73419976062252
2,payment-gateway,1,0,310,69,1,C++,1,1,19,1,4,2,21,3,2,passing,19,Wednesday,23,99,1,64.86055189602865
2,iot-controller,0,0,42,189,1,Java,1,5,10,5,8,2,7,4,1,failing,17,Sunday,9,49,1,59.12884965607327
2,image-processor,0,0,57,180,17,Java,0,2,0,5,9,3,10,4,2,passing,7,Friday,28,59,1,51.70921881752524
2,data-analytics,1,1,464,23,2,C,1,4,12,1,8,2,5,3,0,failing,13,Thursday,42,83,1,63.46578945818405
2,image-processor,1,0,119,95,3,Erlang,1,1,1,1,2,1,19,1,3,passing,4,Thursday,3,63,0,63.3019286032453
2,iot-controller,0,1,461,38,6,Erlang,1,3,18,0,6,1,15,1,0,passing,10,Tuesday,22,55,1,34.76224286000581
2,image-processor,1,1,295,177,2,C,1,1,15,0,7,3,22,4,1,passing,2,Thursday,22,42,1,79.17047433265208
1,auth-service,1,1,404,87,18,C,0,3,18,3,8,2,5,1,3,passing,3,Friday,46,73,1,72.43058687423277
3,iot-controller,1,0,216,195,14,Python,1,4,8,5,9,2,20,5,1,failing,23,Tuesday,61,97,0,67.42184386046198
1,data-analytics,0,1,393,173,7,C++,1,5,11,2,10,2,0,1,3,passing,21,Sunday,13,76,1,78.86509997986772
1,image-processor,1,0,135,89,14,C++,0,4,7,3,9,1,25,1,2,failing,18,Saturday,55,70,1,85.08238724309675
3,image-processor,0,0,30,9,19,Erlang,1,2,8,2,2,3,6,0,1,failing,2,Saturday,47,86,0,41.61026720698379
2,data-analytics,0,1,202,119,5,Java,1,1,13,0,10,2,18,3,3,passing,19,Sunday,62,37,0,67.21574296444945
3,auth-service,1,1,372,130,14,C,1,2,1,3,2,2,9,0,1,failing,4,Saturday,53,96,0,79.70287725059262
2,iot-controller,1,1,138,180,4,C++,0,5,18,5,6,1,29,1,3,passing,1,Wednesday,37,98,0,78.3767569910304
2,image-processor,0,1,131,125,12,Erlang,1,1,1,2,2,2,16,3,1,passing,13,Sunday,13,68,0,56.81263022064733
1,image-processor,0,1,461,74,1,C,0,3,7,3,5,1,25,3,3,passing,14,Saturday,50,68,1,49.33285505632307
2,image-processor,1,0,462,20,6,Erlang,0,5,8,1,1,1,27,5,3,passing,11,Sunday,67,45,0,78.25333102080367
1,payment-gateway,0,0,499,193,16,Python,0,2,14,1,1,1,29,0,1,passing,14,Monday,13,40,1,54.80530454007118
2,iot-controller,1,1,394,92,5,Python,0,2,18,1,3,2,1,1,2,failing,13,Wednesday,5,95,0,42.035589332122164
2,image-processor,0,0,90,165,9,Erlang,0,1,18,3,3,2,5,5,2,failing,18,Friday,1,54,0,61.37780335073798
2,iot-controller,0,0,190,163,18,Erlang,0,2,0,1,1,3,22,3,3,failing,23,Wednesday,54,86,0,53.11778616025058
3,data-analytics,1,0,354,20,13,Erlang,1,5,6,0,4,2,10,3,3,failing,15,Sunday,64,48,0,74.85751486816567
3,iot-controller,1,0,379,178,10,C++,0,3,3,5,3,1,9,5,1,passing,20,Thursday,65,82,1,56.130438413424265
2,image-processor,0,1,18,7,3,Erlang,1,3,16,1,3,1,18,4,3,failing,4,Tuesday,56,52,1,53.06425795782928
2,message-queue,0,1,266,151,18,C,0,4,16,5,3,3,28,4,2,failing,8,Saturday,47,74,1,57.34502882459572
2,iot-controller,1,0,299,97,14,Erlang,0,3,18,4,2,3,18,0,0,passing,0,Sunday,45,47,0,88.41311548102671
3,message-queue,1,0,55,106,14,C,0,5,7,0,8,3,29,5,0,passing,19,Sunday,56,67,1,73.3242675701859
1,iot-controller,0,1,221,154,9,Erlang,1,5,10,2,1,3,20,3,3,failing,11,Sunday,38,58,0,64.28178687543993
1,auth-service,0,0,405,78,12,Java,0,3,11,4,2,3,10,3,2,failing,2,Tuesday,58,76,0,43.15023954088851
3,payment-gateway,0,1,45,46,11,C++,0,1,4,3,1,3,25,0,0,passing,23,Sunday,6,81,1,80.77228490400543
1,payment-gateway,1,1,247,14,4,C,1,5,5,3,8,1,4,0,3,failing,4,Saturday,48,78,1,86.5873301629701
3,auth-service,1,0,266,73,12,C,0,3,6,2,5,2,7,3,3,passing,20,Friday,66,43,1,79.43133674482519
1,image-processor,0,0,395,89,6,C++,1,1,2,1,9,1,1,5,1,failing,23,Saturday,49,57,0,76.74622105502911
1,auth-service,1,1,437,157,9,Java,1,1,14,4,8,1,15,0,2,passing,12,Sunday,7,53,1,80.97846218257871
3,payment-gateway,0,0,166,26,10,C,0,5,12,5,3,1,28,3,1,passing,4,Saturday,67,37,1,56.714890776658144
3,iot-controller,1,0,423,59,10,C++,0,5,10,1,9,2,13,5,0,failing,8,Friday,24,83,0,52.51644749418308
3,iot-controller,0,1,287,168,5,Java,1,3,19,3,4,1,17,0,3,failing,0,Thursday,20,73,1,43.88024635904627
2,message-queue,1,1,239,125,19,C++,0,3,16,0,5,2,23,3,2,failing,0,Monday,64,34,0,86.82495672619251
3,auth-service,1,1,334,150,2,C,1,3,4,5,7,1,16,1,1,passing,22,Sunday,49,94,0,91.37911628198759
2,data-analytics,0,1,98,157,8,C,0,5,13,0,7,3,28,3,2,passing,11,Sunday,47,35,0,71.74760119772873
3,message-queue,0,0,138,43,12,C,0,5,19,0,4,3,7,2,1,passing,19,Tuesday,54,85,1,25.57824258051291
1,auth-service,1,0,191,78,1,Erlang,1,3,13,1,10,2,20,5,0,passing,1,Tuesday,35,92,0,85.46415637435746
3,payment-gateway,1,1,139,169,19,Python,1,3,18,2,2,3,16,5,1,passing,4,Monday,48,35,0,80.85672104314887
1,auth-service,0,0,220,68,8,Java,1,4,8,5,7,2,26,3,0,passing,8,Friday,20,35,1,47.691874509131054
3,iot-controller,1,1,309,170,9,C,1,1,18,1,3,1,25,2,0,failing,1,Thursday,28,35,0,75.84668264292729
1,auth-service,1,0,46,182,17,C,0,1,3,1,5,1,22,4,1,passing,13,Tuesday,39,41,0,85.31142010577726
1,image-processor,1,1,315,22,2,Erlang,1,5,0,0,6,3,22,5,0,failing,15,Thursday,1,34,0,62.51964817330949
3,auth-service,1,0,177,193,1,Java,0,1,19,1,8,3,21,3,2,passing,11,Friday,64,53,0,77.02558091932553
2,message-queue,1,1,258,188,13,Erlang,0,3,3,0,7,1,8,0,3,failing,1,Monday,63,52,1,81.16065255802158
3,payment-gateway,0,0,329,129,15,Java,0,2,10,5,7,2,1,1,2,passing,15,Friday,67,46,0,60.48745482849496
3,auth-service,0,1,60,14,10,Java,0,2,12,3,2,3,17,5,3,failing,3,Saturday,25,81,1,43.002918954184906
1,payment-gateway,1,0,486,108,4,C,1,2,9,3,6,2,19,4,1,failing,22,Monday,33,62,0,100.0
2,message-queue,1,1,164,104,7,Java,1,3,2,4,1,1,15,0,1,passing,19,Tuesday,63,65,0,56.95241671064089
3,iot-controller,1,1,235,177,14,C,0,2,0,1,8,1,26,5,3,passing,6,Tuesday,64,46,0,81.27842830809851
1,image-processor,0,1,31,193,17,Python,0,5,19,5,3,3,19,4,1,passing,15,Tuesday,53,61,0,56.91807104051688
3,data-analytics,1,0,465,175,12,Java,0,2,14,3,3,3,26,5,1,passing,5,Friday,65,71,1,61.578849159055714
3,data-analytics,0,0,494,144,3,Erlang,0,3,8,2,4,1,1,1,0,failing,17,Wednesday,61,80,0,42.11469669648356
2,auth-service,0,0,94,145,6,Java,1,1,1,5,5,1,8,1,3,passing,20,Thursday,50,93,0,50.3999729060661
3,payment-gateway,1,1,236,37,2,C,1,1,19,2,3,3,26,0,0,passing,21,Friday,9,89,0,84.12687428034847
1,message-queue,1,0,32,50,2,Python,1,4,19,1,10,3,24,2,2,passing,9,Saturday,17,44,1,80.37490601543024
3,iot-controller,0,0,334,97,1,Python,1,5,14,3,3,2,21,4,2,failing,14,Friday,26,73,0,32.26638511120033
3,auth-service,0,0,113,102,11,C++,0,5,2,2,9,1,2,2,3,passing,14,Wednesday,70,65,0,52.56553624752928
2,image-processor,0,1,362,72,5,Java,1,2,20,2,5,2,18,2,2,passing,22,Tuesday,67,64,0,42.453500208189645
3,image-processor,1,1,21,48,11,Java,0,3,0,5,3,3,5,3,0,passing,5,Monday,59,45,0,69.77626360172613
1,image-processor,0,0,246,52,2,Erlang,0,1,11,1,7,1,26,3,2,passing,20,Saturday,33,81,1,68.41427326484072
1,auth-service,1,0,223,99,15,Erlang,0,3,1,0,1,1,22,4,0,failing,19,Thursday,65,59,1,60.473471488012805
1,iot-controller,1,0,175,47,16,Python,0,1,14,4,2,3,29,2,0,failing,9,Sunday,72,39,0,73.94366314919243
3,message-queue,1,0,182,48,9,Python,0,3,5,5,8,1,8,3,0,passing,9,Thursday,17,46,1,37.05912600167968
1,data-analytics,1,1,419,78,6,Python,1,1,9,3,1,2,20,3,1,passing,12,Friday,66,32,0,61.44757327115299
1,iot-controller,1,0,414,127,13,Erlang,1,4,11,4,1,3,19,1,0,failing,5,Monday,54,85,0,88.39788143315155
3,payment-gateway,0,0,359,29,12,C,1,1,8,4,3,2,29,0,1,passing,8,Friday,23,52,1,47.233597218189146
1,image-processor,0,1,393,3,13,Python,0,4,1,2,3,2,18,4,3,failing,0,Tuesday,62,82,0,51.90411708212705
2,image-processor,1,1,335,42,17,C,1,1,11,5,6,2,30,3,1,passing,5,Saturday,16,50,0,94.9479891174598
