commit_id,repo,lines_added,lines_removed,files_changed,commit_timestamp,commit_hour,is_friday,is_weekend,after_hours,unresolved_comments,reviewers_count,patchsets_count,repo_trs_count,unresolved_trs_count,risk_score,risk_level
52e5e39fe1c69c9d9528fb6c04b73b014af9d3d3,rpcppg2,4,3,1,2024-12-31T13:02:38.993062,13,0,0,0,0,1,5,10,2,21.47,Low
18f3f66cccb2d33c80d716a63d4cf806aae43e65,rc,24,13,1,2025-01-09T12:02:38.993062,12,0,0,0,2,2,1,8,0,19.64,Low
e0061d9819e18d126b6f502c5a7d14841ce457fb,rpcppg2,5,28,2,2024-10-06T13:02:38.993062,13,0,1,0,1,2,1,21,2,33.39,Low
89c82345afbcbe4cd59f9d0ab3dd5bcad65d87d9,rpcppg2,18,84,2,2024-10-16T15:02:38.993062,15,0,0,0,2,1,6,13,10,38.95,Low
d1fd6c1dee52da34774b10b3027e8f17546fa3f0,rc,24,47,1,2024-10-18T02:02:38.993062,2,1,0,1,1,2,1,16,3,29.35,Low
b9d254d3bc1c0e70e68ff2dadccecdabf391560e,core-utils,20,47,3,2025-01-22T07:02:38.993062,7,0,0,1,1,1,2,5,1,30.27,Low
0907371b97783ae6725ef597307b2125bca7262b,rpcppg2,189,22,3,2024-11-05T06:02:38.993062,6,0,0,1,2,2,1,12,3,38.39,Low
c26d9c625982a8713adfe232e0f1cdef8c2a56f6,libclient,390,84,6,2024-10-13T05:02:38.993062,5,0,1,1,0,1,10,9,3,61.3,Medium
288a7412f9ab716a92186ae4a12f8f300160c6ab,libclient,32,14,1,2024-06-30T07:02:38.993062,7,0,1,1,1,3,1,16,0,22.75,Low
73a366cc33f7cc287ecc37f49b716b32c58fd3b8,libclient,25,34,1,2024-12-03T14:02:38.993062,14,0,0,0,0,2,1,21,2,15.9,Low
b8f63b1f21409772434eb623b05d97edae6f8696,core-utils,16,21,8,2024-06-28T14:02:38.993062,14,1,0,0,1,2,1,4,2,41.49,Medium
a383bc8e4b82a219aa72799fc6f134a35b60bcbc,core-utils,382,25,19,2025-02-26T11:02:38.993062,11,0,0,0,0,3,3,5,0,42.69,Medium
8eb516dd65e7423bde0bb77b480a44047d85a3ba,rc,65,102,5,2024-09-26T08:02:38.993062,8,0,0,1,0,2,1,12,0,33.51,Low
74f5c10db60e26a95ad22b01b6403d3e28861a15,rc,248,87,4,2024-09-30T17:02:38.993062,17,0,0,0,2,1,1,9,0,38.69,Low
b0eba6932ec1f46ed552eaefab2c0e171944538b,rc,158,47,5,2024-09-17T10:02:38.993062,10,0,0,0,2,1,4,6,0,46.7,Medium
501a17f4cc10159108f16d15fd44906db423628c,rpcppg2,2,263,4,2025-02-21T15:02:38.993062,15,1,0,0,0,3,3,12,3,37.6,Low
7a0b57efde61b9dea05983a923ab6b17a46a521c,rpcppg2,8,11,2,2024-09-12T14:02:38.993062,14,0,0,0,0,2,1,13,0,16.68,Low
a6863e5854b7d56b14fb0277176aa7f709302466,libclient,220,89,5,2024-08-01T18:02:38.993062,18,0,0,1,0,1,6,14,5,55.01,Medium
b611cd1d247075bf5897d7a54b3c6c3bff7bb4f8,rc,1238,235,16,2024-12-02T12:02:38.993062,12,0,0,0,2,1,1,7,1,81.86,High
99491dee6cfc4c93da99fb630be513940f15329a,rpcppg2,59,18,1,2025-01-04T09:02:38.993062,9,0,1,0,0,5,6,23,3,26.0,Low
2e1df707df2c6f1c96277fc592fc736018b225c8,rc,8,19,2,2024-06-22T08:02:38.993062,8,0,1,1,0,4,9,6,0,23.94,Low
8f480dd7a8573dd70ac85b867de0ae0d9776a7fc,rc,25,0,1,2024-03-16T08:02:38.993062,8,0,1,1,0,2,1,2,0,23.47,Low
93d187f5d10c3b47334403f83f31e07bf263e68a,rc,0,0,2,2024-05-25T07:02:38.993062,7,0,1,1,0,2,4,4,0,30.97,Low
d58a5122a1bc39c2ae78d2798e5b35388be56a15,core-utils,9,16,4,2025-01-14T05:02:38.993062,5,0,0,1,2,2,2,12,7,36.25,Low
bb8bcdc6e89fbcd2f548b3991a3ee3195f4586b6,rc,21,10,1,2024-12-30T08:02:38.993062,8,0,0,1,0,2,2,8,2,20.5,Low
0034b3272e5539a39c3bdf0c0066fd126e9b73e9,frontend-app,24,9,2,2024-04-13T06:02:38.993062,6,0,1,1,0,1,1,6,0,31.19,Low
302b30f8e8d2a419dc266cc8bad3ced9b0c8f948,core-utils,113,22,5,2024-10-24T19:02:38.993062,19,0,0,1,2,2,3,7,1,37.83,Low
0fba6b64bd65f23eb94294c81b4d27e149480956,libclient,30,3,1,2024-09-12T18:02:38.993062,18,0,0,1,0,3,1,14,8,18.65,Low
23478085cdedd4d08f21e562423edeb17dbed1b2,rc,33,52,2,2024-08-16T06:02:38.993062,6,1,0,1,0,3,3,8,3,30.38,Low
c6b4ce937c6621cea4f9918f297d0ff1dec979bc,rc,276,155,4,2024-07-22T10:02:38.993062,10,0,0,0,0,1,7,9,3,51.72,Medium
79fd4a6cda1b6e46d156cd5c6139a89ca41bba88,rc,56,10,3,2024-07-09T14:02:38.993062,14,0,0,0,0,1,6,6,0,30.56,Low
951b78f48122e3c73a7f511ed1ff2cf4c5ad20f9,rc,21,7,1,2024-03-11T09:02:38.993062,9,0,0,0,0,2,3,3,2,19.02,Low
6d9e99d62c6c68099ee2c22247304e45a85f33b0,frontend-app,13,0,1,2024-08-28T14:02:38.993062,14,0,0,0,0,3,1,7,0,9.94,Low
a8fdb784f60f4afddef4e985d6c4e591f0c3128d,frontend-app,20,69,3,2025-01-29T15:02:38.993062,15,0,0,0,3,2,1,9,2,26.84,Low
21dffb5dcc9e063966045c6d50148a2cb3df3e7b,frontend-app,64,4,1,2024-07-06T22:02:38.993062,22,0,1,1,0,1,2,3,0,27.93,Low
22fdde44cd0b2901c9603de6b66a43dc967cf140,frontend-app,6,2,1,2025-01-14T10:02:38.993062,10,0,0,0,0,2,1,1,0,12.39,Low
80a04053feb8ad5ae051469033f02af11ff4e9da,core-utils,53,20,4,2024-10-30T10:02:38.993062,10,0,0,0,0,3,2,12,1,24.73,Low
84d50ee477d9c4fdf486af458e459d1204b0cc1f,rpcppg2,864,230,9,2024-06-21T08:02:38.993062,8,1,0,1,2,1,2,16,0,87.38,High
fe604bdad795422260bcb4329c2a9e4a6cdb52f3,libclient,691,19,6,2024-09-06T08:02:38.993062,8,1,0,1,1,2,1,14,6,68.52,Medium
96efed82c13a1be62e715a7ef6f6d6fffa11570d,rpcppg2,28,13,1,2024-04-29T15:02:38.993062,15,0,0,0,2,1,2,14,5,29.18,Low
15b9fcff604a1e35a0ca92bc9a76db88c55a2404,core-utils,67,17,15,2024-08-08T12:02:38.993062,12,0,0,0,2,2,5,10,0,38.12,Low
af42f51dbd7579b99846ce6d76b0854cc1fa1bbb,frontend-app,5,84,13,2024-08-08T13:02:38.993062,13,0,0,0,1,3,3,4,0,35.08,Low
bb1359aa4abd0267752772eef22e11cfd09d123e,rc,9,63,1,2024-09-21T15:02:38.993062,15,0,1,0,0,3,1,8,2,27.08,Low
4ad05b062ebbb25c82b48d7d440a575851dc8429,core-utils,150,101,7,2024-04-09T15:02:38.993062,15,0,0,0,0,3,5,6,0,41.8,Medium
f50449b82d54122c4d2e5b5c00f6bf9a2fa7e872,core-utils,8,1,1,2024-04-23T10:02:38.993062,10,0,0,0,0,1,1,7,2,19.08,Low
057e0407508b90544925e9e71726e2830bf622a2,libclient,10,6,1,2025-02-15T10:02:38.993062,10,0,1,0,2,2,4,19,2,33.3,Low
1fdbd79337b0736eb772ce8256eaf619b26c143c,frontend-app,386,46,5,2024-12-16T08:02:38.993062,8,0,0,1,2,3,1,3,0,48.9,Medium
fa8232fce95d0d77d5f37983b4abff5fa744fe63,libclient,33,75,3,2024-11-29T05:02:38.993062,5,1,0,1,1,1,5,20,0,41.71,Medium
20310a289e7d499452758c758c30219a357c2ed0,libclient,26,5,2,2024-04-06T08:02:38.993062,8,0,1,1,0,1,4,15,0,33.28,Low
fdd6f55210bbd6465859f7f88637593b9a4157ed,libclient,73,0,1,2024-03-08T14:02:38.993062,14,1,0,0,1,2,1,11,1,27.73,Low
95676b8ec6a06f33f255227f03aaf584f245eaba,rc,62,44,1,2024-04-25T16:02:38.993062,16,0,0,0,3,3,1,6,0,18.98,Low
92d88903b75946138527713f217efecae14a5183,libclient,0,10,3,2025-01-21T13:02:38.993062,13,0,0,0,1,4,3,15,1,19.84,Low
ca23afad8b76e4723c8930fc22ff74345b5a7f07,rc,5,26,3,2025-02-27T15:02:38.993062,15,0,0,0,0,2,1,8,1,19.77,Low
58330b41d4072f4996c1e2602b655b79cd901663,core-utils,69,37,2,2024-11-24T15:02:38.993062,15,0,1,0,1,1,1,10,0,38.52,Low
5e6848fa3744b9a3c44d35809a43dbc0683c0ffd,libclient,5,21,1,2025-01-11T12:02:38.993062,12,0,1,0,0,1,3,20,5,36.14,Low
7cb9ad9cd7835d43cd3b83275e6831651392ceb7,rpcppg2,4,14,1,2024-11-04T09:02:38.993062,9,0,0,0,1,2,1,13,4,19.58,Low
96464bd607528ff2ba873c2c11c66f04f7daf839,rpcppg2,0,24,2,2024-07-17T11:02:38.993062,11,0,0,0,0,2,3,17,5,23.11,Low
0774844c5ad283c501dfa9488c8f55369eb6a48a,core-utils,29,16,1,2024-04-15T06:02:38.993062,6,0,0,1,0,4,1,7,0,11.28,Low
ef4a58ecbfc2a70efd93a5d8f56306135a204a8a,rc,41,73,1,2024-07-04T00:02:38.993062,0,0,0,1,0,2,4,7,1,25.79,Low
69813e70bd2be38222484be31a890d73b3477d98,rpcppg2,55,12,1,2025-01-08T08:02:38.993062,8,0,0,1,3,2,1,15,7,29.64,Low
73b108a05a75e40b07096ea6188dd2eecaf9e826,libclient,8,3,1,2024-03-16T09:02:38.993062,9,0,1,0,0,3,2,17,10,26.41,Low
781905f3798dc9be2383e1686c623090bb660bc9,libclient,99,6,1,2024-06-03T08:02:38.993062,8,0,0,1,2,4,1,13,0,18.15,Low
988ff3d73aa85401c67e90832ff5f046337be6fa,libclient,5,63,1,2024-07-12T13:02:38.993062,13,1,0,0,1,1,2,15,0,27.8,Low
001f1d2f67789867b8c665583bb8f81829ee8db4,rpcppg2,1,3,1,2025-02-24T12:02:38.993062,12,0,0,0,0,1,1,12,5,22.77,Low
5d16a2bfbeeca75aa9d3cbd254cc83858369e65b,rpcppg2,746,1191,15,2024-03-07T19:02:38.993062,19,0,0,1,0,1,1,17,0,76.25,High
ef42b14f15c58ccdd84ec7a49ba9a15b74866bc8,core-utils,632,354,11,2024-04-14T15:02:38.993062,15,0,1,0,3,2,2,5,0,81.02,High
741b14f5a27e06caf3ede7f973b93c81d3f40b53,rc,131,10,3,2024-11-07T08:02:38.993062,8,0,0,1,0,3,2,8,0,25.92,Low
0a157d8c9271f7548726d355a7a5451cb501b9b0,core-utils,7,18,1,2025-02-18T13:02:38.993062,13,0,0,0,0,2,3,5,1,16.92,Low
2357a5b4f0cb863901821663abb6cf148d7a25e4,rc,20,50,1,2024-10-17T06:02:38.993062,6,0,0,1,1,1,1,10,4,29.43,Low
9b97f7a73f260b85fed253b52adcc5b53e733455,frontend-app,16,4,1,2024-07-30T15:02:38.993062,15,0,0,0,0,3,3,7,1,13.03,Low
acb4ecdc12140281aa19d6c0066ab76b7256fc96,core-utils,40,3,1,2024-08-05T03:02:38.993062,3,0,0,1,0,2,1,8,2,20.37,Low
81f3b9ff387083adb50a335c99bfbca3c74de57f,libclient,713,87,8,2024-10-30T17:02:38.993062,17,0,0,0,0,3,4,7,1,63.67,Medium
610a23dbb389eb77c1d5c0e34d9daad02315962f,libclient,46,7,5,2024-10-05T09:02:38.993062,9,0,1,0,1,1,4,15,1,50.7,Medium
e9572d76063021256c69d8e1ddbe14dcf399167f,rpcppg2,185,39,6,2024-08-18T06:02:38.993062,6,0,1,1,0,3,1,16,0,42.66,Medium
f89d7d3a3cf824256177fa6cd2a597b9e7bcf664,rc,144,5,1,2024-07-18T11:02:38.993062,11,0,0,0,0,1,1,3,0,21.11,Low
2fa9e867107cbbf3eebc93b751beda628e3af400,core-utils,7,12,1,2024-05-02T10:02:38.993062,10,0,0,0,0,3,5,9,3,18.55,Low
7afde63a10f0660d281c3cf5d83bf0095808a371,libclient,35,21,1,2024-05-02T15:02:38.993062,15,0,0,0,0,2,3,10,2,20.17,Low
e29035d0b42a899022a5f154d68149369d276e03,core-utils,28,50,4,2024-06-08T08:02:38.993062,8,0,1,1,0,2,4,12,1,36.9,Low
4982e3fe1ad2a8c2fd75c0ed8e9382c35fabcb3d,rc,332,182,7,2024-07-21T10:02:38.993062,10,0,1,0,0,3,5,5,0,64.33,Medium
1409d9e743fd36975ad0d8a0dd0ac16c24dbec15,rpcppg2,241,129,5,2025-01-01T21:02:38.993062,21,0,0,1,0,3,2,15,0,39.03,Low
073c899947a35aec2059062d2e2219c9d5757829,frontend-app,2,109,9,2024-06-09T02:02:38.993062,2,0,1,1,0,3,10,9,5,48.38,Medium
3acdc3ce32a30130f612e3420ce0ff77be3fe0dd,libclient,28,25,1,2024-06-01T20:02:38.993062,20,0,1,1,0,2,4,16,3,29.89,Low
1b90b81b1b67af3634258e473dcff6ae63b6057c,rpcppg2,191,17,3,2024-05-05T17:02:38.993062,17,0,1,0,0,1,2,15,2,41.36,Medium
b08eab8e24ccdf78220a26cdf247adb24379873a,frontend-app,32,52,4,2024-12-10T09:02:38.993062,9,0,0,0,0,1,4,6,1,31.01,Low
0e7e5d051f93cd915face7468f9a9aab543a3d97,core-utils,287,155,14,2025-01-22T09:02:38.993062,9,0,0,0,0,3,3,11,0,50.12,Medium
dcef6fc16cf2d10138efd05d65ffd1c0c49482c7,rc,157,1,1,2024-04-23T08:02:38.993062,8,0,0,1,0,1,10,7,0,31.51,Low
ee38db6e9167390b7893e5b052e98d01868c0798,rpcppg2,12,4,1,2024-07-25T09:02:38.993062,9,0,0,0,0,3,1,19,14,15.54,Low
5cddb6e613768731aa03188d1ba64234559a299c,rc,120,7,1,2024-08-23T05:02:38.993062,5,1,0,1,1,2,2,4,0,29.12,Low
da1bd1ea112db8afc4cc2fd14f0ecb242be14ada,frontend-app,6,9,1,2024-07-09T13:02:38.993062,13,0,0,0,2,1,6,6,1,27.86,Low
6d6258ea9a392d4fe898e06ce61e6508a6fc33ec,rc,0,17,1,2024-04-29T13:02:38.993062,13,0,0,0,0,2,9,2,0,18.82,Low
fa0477d37ffc4027ccbdbd79f8e34317b492f398,rc,22,1,1,2024-11-08T06:02:38.993062,6,1,0,1,2,1,4,2,0,31.03,Low
238ad4a3329f5b8a044231c5ec8d7610c824277b,frontend-app,76,40,4,2024-05-18T00:02:38.993062,0,0,1,1,0,3,1,4,2,33.14,Low
7c9ba2fb9e4f5e56d2c6cfcf19fd14acc1864bae,rpcppg2,24,26,1,2024-08-04T08:02:38.993062,8,0,1,1,1,1,2,17,5,33.01,Low
f5439ba62e5b1ab69f3e4207a47a85a3e7c48490,core-utils,19,13,1,2024-05-01T12:02:38.993062,12,0,0,0,0,2,1,12,4,18.49,Low
ffd0c3ad5a21684bd11f4af07b14aece1cbd0181,rc,263,185,6,2025-01-06T09:02:38.993062,9,0,0,0,0,4,1,9,2,42.73,Medium
06a0ca364181f5649189b5d452dde1371c11614d,rpcppg2,21,278,8,2024-06-25T13:02:38.993062,13,0,0,0,0,2,1,6,1,45.33,Medium
315f75b9afd421917bba825b3ffc4e51ceaf2755,rc,84,85,4,2024-10-18T06:02:38.993062,6,1,0,1,0,1,1,8,4,49.5,Medium
c983bb0d4c07d75957e0489da634abd5e5d16c79,libclient,13,7,1,2024-12-28T14:02:38.993062,14,0,1,0,0,2,2,6,0,27.23,Low
7c5b19207e39eda571ea0020f350087afa40e48e,libclient,142,78,9,2024-12-18T18:02:38.993062,18,0,0,1,2,3,2,20,11,49.98,Medium
e3dc8e453bde0a68beeaf31ac4b7221fc0f7973b,rpcppg2,218,117,3,2024-04-21T17:02:38.993062,17,0,1,0,0,2,2,22,5,52.73,Medium
797d0507e50b2a1eda8ec6d7167b8e2c86b2c50e,core-utils,0,12,1,2025-01-16T06:02:38.993062,6,0,0,1,0,1,3,6,0,20.24,Low
243e75d2f53fdd7f2546796712cfd6a45771c8ef,frontend-app,56,8,3,2024-05-21T07:02:38.993062,7,0,0,1,0,2,1,5,2,25.18,Low
abb03ef95f0315518dddd0abb1abc5629741faf0,rpcppg2,95,48,2,2024-04-09T10:02:38.993062,10,0,0,0,0,4,1,20,6,19.3,Low
b3ca26332b9f425a147d33e1ee25cc4043415504,rc,9,16,2,2024-10-18T06:02:38.993062,6,1,0,1,0,2,1,4,1,29.06,Low
6e7362520b3bf4dbe63c9f663cdf0d3cc38ba3bc,rc,11,51,4,2024-07-29T01:02:38.993062,1,0,0,1,0,1,2,3,0,28.54,Low
36c28ebdd7c0576549bb147f27de308f0cfc3f89,libclient,344,185,5,2025-02-26T11:02:38.993062,11,0,0,0,0,1,4,14,1,50.85,Medium
3a7c0a6660dd4313950d7ecee50c8b73bc9e86a8,rc,54,8,6,2024-04-07T15:02:38.993062,15,0,1,0,0,2,6,8,0,46.15,Medium
b83b49ff36ce1b542346e6304758cc0137d686d1,libclient,65,11,1,2025-01-16T05:02:38.993062,5,0,0,1,0,1,1,11,0,22.44,Low
b37a0718c64669a1776accf116de3eb3ec6a2c30,core-utils,1,14,6,2024-10-05T13:02:38.993062,13,0,1,0,0,1,3,7,0,40.24,Medium
2ca498acb7d859e7d33bfc58e46ceb19c049660f,core-utils,195,113,7,2025-01-27T12:02:38.993062,12,0,0,0,0,1,3,7,2,45.86,Medium
5bfdf07762be3b0350f66c32b5289b470da3d680,libclient,398,127,7,2024-05-13T14:02:38.993062,14,0,0,0,2,2,3,24,0,52.11,Medium
4491f430452b5498193136312ecd857f504845f5,core-utils,4,3,1,2024-08-06T14:02:38.993062,14,0,0,0,2,1,1,4,1,21.68,Low
2b470390c91edf9a21f9580b3a02d957509f311d,rpcppg2,50,94,4,2024-07-27T13:02:38.993062,13,0,1,0,2,4,1,7,0,35.32,Low
04564ec55c1b2d711724101d13f72f4b438a9eb5,rc,36,6,1,2025-02-17T14:02:38.993062,14,0,0,0,1,3,4,8,0,16.03,Low
23fe397a82d624898c8c3e8532c251e6fcf4e237,rc,12,0,1,2024-07-19T10:02:38.993062,10,1,0,0,0,1,6,5,1,28.48,Low
21e6d9b4ee5ab070515ce4b39f55cc797fa8a4b9,rc,94,277,6,2024-10-12T17:02:38.993062,17,0,1,0,0,2,2,8,0,49.32,Medium
5a5378e3fef3694252e45e8082eaac9c044ef396,frontend-app,0,5,1,2024-10-09T23:02:38.993062,23,0,0,1,0,3,1,10,3,16.96,Low
6af0c50abe72b1074f928d813e9e7b9c18bcb387,rpcppg2,0,28,1,2024-07-08T13:02:38.993062,13,0,0,0,1,3,1,18,2,13.69,Low
3887d5d0f3beff45d090654e9c3d9a924a995b45,core-utils,374,56,4,2025-02-10T12:02:38.993062,12,0,0,0,1,3,1,2,0,40.77,Medium
b5e3d89b4fe2c4505fe8cdcc3cd27bf4dfe30f1c,rpcppg2,30,4,1,2024-12-27T18:02:38.993062,18,1,0,1,0,3,3,17,0,25.47,Low
e7f7b75e9a2605f3edcaa33838e69288b707a287,libclient,58,111,8,2024-12-22T09:02:38.993062,9,0,1,0,1,1,3,8,0,48.82,Medium
ed29a60247f42c64dca9767093f1b2e76695844c,core-utils,24,6,1,2024-10-28T12:02:38.993062,12,0,0,0,0,3,1,8,1,12.25,Low
0fd135ca72c700a1486defd1ef46bb17e1de533a,rc,276,120,9,2024-07-22T15:02:38.993062,15,0,0,0,0,3,1,2,0,40.11,Medium
584fa9de0b4bf2b11c50c595fec0e975b0545d5f,rpcppg2,2,0,1,2024-10-11T12:02:38.993062,12,1,0,0,2,1,2,14,8,33.97,Low
92d8ca6e4d9d3bcda76591d3f6665f32507be90e,rc,53,6,1,2024-04-17T17:02:38.993062,17,0,0,0,5,3,4,7,1,21.23,Low
54f5f6b91a0a09c881bd2b0c0e73c38709790aa1,rc,2,74,1,2024-08-19T05:02:38.993062,5,0,0,1,0,2,8,7,1,23.18,Low
3467e0693b27d7d1d8a59bbd9b5d0d2ab71ab46a,frontend-app,3,36,1,2024-05-23T06:02:38.993062,6,0,0,1,3,1,4,1,0,27.59,Low
2552dbd9664515ff4ceb751f5cc2d58ad7077213,rc,5,5,1,2024-07-27T08:02:38.993062,8,0,1,1,0,3,1,3,1,22.1,Low
1f65fb760605964a047f0a9d60b7b82bb2658f3e,rc,26,7,1,2024-12-08T06:02:38.993062,6,0,1,1,1,1,2,7,2,29.33,Low
cf9b4366896cb0277636e1dd85e724eb0008b15e,frontend-app,13,0,1,2024-08-10T13:02:38.993062,13,0,1,0,0,1,5,5,0,29.01,Low
b81547c0cbc6e98acf80b115853d3afdb2401cc5,frontend-app,277,26,7,2024-09-24T13:02:38.993062,13,0,0,0,1,2,2,3,0,48.41,Medium
cbc6b869882289588221dd60657a74f683a095b9,frontend-app,109,13,3,2025-02-01T11:02:38.993062,11,0,1,0,0,2,1,10,3,39.6,Low
9c339762149b8311e477e4fba342a72de6568dd8,rc,69,26,2,2024-09-29T07:02:38.993062,7,0,1,1,0,2,3,0,0,28.96,Low
978e797a6773ca75adf7924508b59d0d4664519c,rpcppg2,13,4,1,2024-09-03T12:02:38.993062,12,0,0,0,2,2,1,12,8,23.24,Low
9e39ba83a0b1e8ebccb3f0bbd9fb2843207821fc,rc,3,16,1,2025-01-16T15:02:38.993062,15,0,0,0,1,2,5,8,1,20.52,Low
0fb3c296cbb0ef0d5960755c4ab489f4f976dbc4,frontend-app,6,0,1,2024-06-14T17:02:38.993062,17,1,0,0,1,2,2,8,1,23.11,Low
6d2f3a800eb3520f5ac34707184b50de2c93c7c3,core-utils,9,41,12,2024-07-27T11:02:38.993062,11,0,1,0,0,1,1,6,0,44.44,Medium
c583d5d1575c1cc8f5eb9abcac1830d205a8770b,rc,44,36,2,2024-05-03T06:02:38.993062,6,1,0,1,0,3,1,5,0,23.73,Low
ff7ab0f0dced1c6e1edcff2216b706bf78dc03f1,rpcppg2,55,2,2,2024-07-02T18:02:38.993062,18,0,0,1,0,1,1,20,1,26.34,Low
836026f57588332dee3220dd21bc4344f39b3dfb,libclient,2,25,1,2024-12-09T10:02:38.993062,10,0,0,0,0,2,1,10,1,13.61,Low
3db5d3b3e295b497baa515041d415739c69ced25,rc,43,90,4,2024-04-18T06:02:38.993062,6,0,0,1,2,3,2,5,0,30.54,Low
9a79ada146f4292ebb80291fcefb0e465182e3f4,frontend-app,37,29,7,2024-10-24T11:02:38.993062,11,0,0,0,0,3,1,7,1,33.38,Low
c87a6712870f99a2a65c332246a3221daa4f9e52,core-utils,38,19,6,2024-11-12T17:02:38.993062,17,0,0,0,0,2,9,9,1,38.33,Low
a95d0d6f395bc6e6359ddcf02e4cc90399759e9b,libclient,3,11,1,2024-11-17T09:02:38.993062,9,0,1,0,2,1,5,8,0,35.98,Low
0871ddd5295191725a0d14a4963a7a438f8cfa3e,rc,36,3,1,2024-11-04T05:02:38.993062,5,0,0,1,0,2,10,2,0,23.63,Low
c8654c7616acc294dd99415c88870c2e2e0a8f14,core-utils,120,164,7,2024-10-21T15:02:38.993062,15,0,0,0,0,3,1,9,1,39.76,Low
84efa270972a3c664538dd671f0e0e80fe9827aa,rc,575,45,6,2024-06-07T17:02:38.993062,17,1,0,0,0,4,3,5,0,60.51,Medium
8812c422e5448dfbc2ce7d61f167558d6e912f85,rpcppg2,53,15,1,2024-05-10T16:02:38.993062,16,1,0,0,0,2,1,5,0,24.37,Low
0068061e2ab9769576df4485622f648132fb8fad,libclient,321,103,3,2024-09-30T14:02:38.993062,14,0,0,0,1,2,2,13,1,38.68,Low
349ba7eb2ba47552ae653cbbc975874ba8cccff1,rpcppg2,17,68,4,2024-07-16T16:02:38.993062,16,0,0,0,0,1,11,14,0,34.48,Low
66cff6bc57d1bcc07714a669c161ed3f61729552,libclient,8,7,2,2024-08-01T13:02:38.993062,13,0,0,0,0,3,2,14,1,16.65,Low
ae910d4447d9668e4c89c76abb56c61224785db2,rpcppg2,73,15,3,2025-02-02T04:02:38.993062,4,0,1,1,0,1,2,18,7,41.43,Medium
9dd02a6c4c86f51307064ecf399f7e6b3cb84cfd,core-utils,63,18,8,2024-10-16T09:02:38.993062,9,0,0,0,0,3,1,10,0,30.47,Low
a5be9ecba474683284bed58633b3c8efa26e2c87,libclient,97,61,5,2024-08-19T16:02:38.993062,16,0,0,0,2,2,1,14,5,40.74,Medium
99e1f7eb18ada4826617228dfaea5b6185eb33e0,rpcppg2,42,70,1,2024-09-11T10:02:38.993062,10,0,0,0,1,2,2,14,0,20.3,Low
f2b557e1a1cc29bf276a9a39ab6ff3a5b1e038bd,libclient,9,26,3,2024-06-06T19:02:38.993062,19,0,0,1,1,1,5,20,9,41.0,Medium
285ec5518348d5013deafc87563be21df76787a0,core-utils,45,21,2,2024-12-19T09:02:38.993062,9,0,0,0,0,1,1,5,2,23.09,Low
84384e565687c88533721c43b212d28f3fbaa5b5,rc,84,16,1,2024-03-24T10:02:38.993062,10,0,1,0,3,2,3,2,0,32.76,Low
83a8fb90c50449f5b6d02228a9f177486c56a7e3,rc,121,90,4,2025-02-26T10:02:38.993062,10,0,0,0,1,3,1,6,2,34.04,Low
4ba7ad8c5a08e7e816c5da24b7564063258b6dad,rc,19,49,1,2024-09-15T16:02:38.993062,16,0,1,0,0,3,1,5,1,26.04,Low
fc670fe2570f1b097fe5df7dfa9d0c56bc9d0525,core-utils,76,33,1,2024-11-10T08:02:38.993062,8,0,1,1,1,3,1,10,5,34.28,Low
6280f886838d8d1c5c118b03c6b48ef03a5c2b00,core-utils,43,324,7,2024-11-14T10:02:38.993062,10,0,0,0,1,2,3,5,0,53.21,Medium
776bd653f9c0a96982478af496e5a670b8adfee0,libclient,6,3,1,2024-04-22T12:02:38.993062,12,0,0,0,1,3,1,10,0,13.28,Low
9f1cb7e9f7dde45ef230a1073aedb9e587e8754a,rc,10,0,1,2024-04-22T12:02:38.993062,12,0,0,0,2,2,6,5,2,23.52,Low
7dc94e5c7488da337c3faab2a44e8d70ace36989,rc,61,7,1,2024-03-09T12:02:38.993062,12,0,1,0,0,3,1,8,1,24.78,Low
7c653b2027dc1c26691acf72d7940d917011d747,rc,93,9,1,2025-01-31T14:02:38.993062,14,1,0,0,1,1,1,7,3,35.1,Low
dfa22614d05f3f4f79bb826a32b0ca761db2289e,frontend-app,11,4,1,2024-10-28T18:02:38.993062,18,0,0,1,0,1,6,9,0,24.93,Low
ad113c1191400792aab54f8787d605660356408d,libclient,20,15,1,2024-08-22T10:02:38.993062,10,0,0,0,1,2,4,9,0,19.88,Low
cabe8ca3b959a85b74f4e8ec591adb9998f3f75f,rc,7,2,3,2025-01-28T10:02:38.993062,10,0,0,0,1,1,1,8,1,23.23,Low
5d19f7355b297958c71e86472f9a7f34de7c10f6,libclient,10,10,1,2025-02-10T17:02:38.993062,17,0,0,0,1,3,5,9,5,23.37,Low
4e0987bb531fe76fc3c6a58a271f270212ccfe90,rc,37,5,3,2024-08-11T09:02:38.993062,9,0,1,0,0,2,14,8,1,36.58,Low
04dd9df2fb9d3cf321d1cd97763c0d51e5edc4a2,rc,38,10,1,2024-12-04T08:02:38.993062,8,0,0,1,1,1,2,4,0,21.7,Low
21838d14d0b7a0c98a140a15ef57add3f8a86f2e,frontend-app,2,119,7,2024-06-30T12:02:38.993062,12,0,1,0,2,2,1,8,1,51.15,Medium
8e1f0ee227fed8e4e4f71d48c7f400086eddf339,libclient,154,22,1,2024-06-26T06:02:38.993062,6,0,0,1,0,2,3,19,3,29.42,Low
