commit_id,commit_message_length,repository,lines_added,lines_removed,files_changed,commit_timestamp,commit_hour,is_friday,is_weekend,after_hours,unresolved_comments,reviewers_count,patchsets_count,repo_trs_count,unresolved_trs_count,critical_trs_count,build_failed,programming_language,has_manual_memory_allocation,are_multiple_programming_languages_present,risk_score,risk_level
62120b91,20,mobile-app,54,26,2,2024-10-29 02:23:54.219602,2,0,0,1,1,1,1,42,4,1,0,TypeScript,0,1,49,medium
3a034bcc,43,authentication,128,30,1,2025-01-24 14:45:25.260154,14,1,0,0,0,2,1,39,11,3,0,JavaScript,0,0,37,medium
cb5e9109,33,mobile-app,19,5,1,2024-08-06 20:41:21.104759,20,0,0,1,0,3,1,8,0,0,1,Python,0,0,34,medium
5a97da85,92,data-processing,29,159,2,2024-06-20 05:51:30.285856,5,0,0,1,4,1,1,2,0,0,0,C#,0,0,38,medium
f878f872,44,authentication,19,6,1,2024-09-12 00:58:24.315572,0,0,0,1,0,0,1,0,0,0,1,Go,0,0,34,medium
39e13984,77,frontend-app,0,51,8,2024-11-02 12:53:39.411824,12,0,1,0,0,0,1,43,1,0,0,Ruby,0,1,29,low
7d21cc65,49,mobile-app,22,29,8,2024-12-12 06:57:21.682231,6,0,0,1,0,2,1,63,4,0,0,TypeScript,0,0,32,medium
f20684d1,46,backend-service,62,12,1,2024-06-26 19:39:49.274484,19,0,0,1,0,1,1,11,0,0,0,JavaScript,0,0,18,low
4737fb3f,38,data-processing,21,14,1,2024-07-14 03:30:21.775910,3,0,1,1,1,2,5,0,0,0,0,Java,0,0,39,medium
8d8fcc28,40,backend-service,251,3,1,2024-09-22 02:50:00.119898,2,0,1,1,0,2,1,11,0,0,0,Ruby,0,0,39,medium
919f23fb,92,mobile-app,101,204,1,2024-09-27 18:04:51.117374,18,1,0,1,0,4,1,75,20,3,0,C++,1,0,31,medium
487de9ee,96,authentication,44,31,1,2024-06-26 06:30:07.438415,6,0,0,1,0,2,10,18,0,0,0,TypeScript,0,1,36,medium
cc42a675,20,frontend-app,110,6,1,2024-08-24 03:45:03.060707,3,0,1,1,2,0,1,31,7,0,0,Python,0,0,45,medium
c2729735,47,frontend-app,24,54,1,2024-10-09 19:19:46.674322,19,0,0,1,0,0,1,20,5,0,0,Java,0,0,30,medium
cc60c873,79,authentication,31,106,2,2024-10-27 16:27:22.190568,16,0,1,0,0,2,2,9,1,0,0,Java,0,1,33,medium
fdc5ece3,56,data-processing,53,20,9,2024-11-14 04:21:21.230237,4,0,0,1,7,1,1,7,1,0,0,JavaScript,0,1,47,medium
d6cb6e75,2,authentication,74,10,4,2024-06-19 14:25:53.702581,14,0,0,0,0,0,1,7,1,0,1,Java,0,0,27,low
b09e81ba,103,backend-service,23,126,1,2024-09-17 03:55:14.012624,3,0,0,1,3,0,1,22,0,0,1,JavaScript,0,0,31,medium
7e2ab81c,49,backend-service,61,3,4,2024-03-11 06:33:59.115385,6,0,0,1,1,1,1,36,8,3,0,Go,0,0,40,medium
f805de82,66,backend-service,164,25,1,2024-07-04 10:33:17.677053,10,0,0,0,1,0,1,6,0,0,1,JavaScript,0,1,55,medium
8aca7234,24,frontend-app,21,21,5,2024-12-29 04:41:35.176181,4,0,1,1,1,0,10,61,4,1,0,JavaScript,0,1,62,high
87e04e7d,49,authentication,15,2,1,2024-03-18 03:07:36.899091,3,0,0,1,0,0,4,37,7,0,0,Ruby,0,0,36,medium
c99e9ee5,-1,backend-service,60,11,1,2025-02-10 14:49:20.362189,14,0,0,0,0,1,2,7,1,0,0,Python,0,0,27,low
e1340a2c,65,frontend-app,21,19,4,2024-05-17 10:23:44.796651,10,1,0,0,0,0,5,3,0,0,0,Ruby,0,0,19,low
85f91bea,70,frontend-app,52,10,2,2024-06-14 16:12:47.326620,16,1,0,0,1,0,1,19,5,1,0,Go,0,0,30,medium
532f58d6,18,frontend-app,3,9,2,2024-05-01 11:18:22.240636,11,0,0,0,1,1,1,5,1,0,0,Java,0,1,40,medium
76354512,25,data-processing,12,106,9,2024-03-27 19:38:06.803008,19,0,0,1,3,2,4,29,6,0,0,Java,0,0,49,medium
98960196,27,data-processing,74,65,3,2024-12-18 17:22:42.082146,17,0,0,0,0,4,1,20,1,0,0,JavaScript,0,0,15,low
a590e0aa,51,authentication,44,13,3,2025-01-27 21:51:54.108231,21,0,0,1,2,1,1,2,0,0,0,JavaScript,0,0,34,medium
74aca18c,44,authentication,191,31,2,2024-07-02 01:01:16.439947,1,0,0,1,5,1,4,19,5,1,1,JavaScript,0,1,56,medium
7af73a92,32,data-processing,8,1,1,2024-06-21 19:40:09.388073,19,1,0,1,0,1,7,18,4,0,0,JavaScript,0,0,39,medium
77937951,69,data-processing,76,4,4,2024-10-18 02:27:06.896930,2,1,0,1,0,0,13,6,1,0,0,TypeScript,0,0,35,medium
44ea3c35,69,authentication,154,0,3,2024-09-13 04:25:40.573337,4,1,0,1,1,2,7,1,0,0,0,Python,0,0,23,low
52bce497,44,frontend-app,58,33,1,2024-11-01 09:27:43.871028,9,1,0,0,0,2,1,35,9,0,0,Ruby,0,0,10,low
119d6896,61,authentication,46,2,2,2024-09-30 07:38:36.495333,7,0,0,1,1,1,1,14,2,0,0,Go,0,0,33,medium
cb31d662,65,backend-service,346,19,3,2024-03-31 18:25:57.576654,18,0,1,1,3,0,3,6,1,0,0,JavaScript,0,0,48,medium
20234af0,60,authentication,12,44,1,2024-12-02 06:26:20.920680,6,0,0,1,5,2,1,12,0,0,0,Python,0,0,42,medium
71e66fbf,60,frontend-app,108,76,1,2025-01-04 11:24:56.471522,11,0,1,0,6,1,1,15,0,0,0,JavaScript,0,0,38,medium
6ebdc1d4,31,backend-service,10,107,8,2024-09-13 23:01:07.943417,23,1,0,1,1,3,2,1,0,0,0,JavaScript,0,0,41,medium
4cbf7192,73,authentication,62,7,1,2024-10-02 08:16:27.894265,8,0,0,1,0,2,1,17,0,0,0,Go,0,0,26,low
9516d641,62,mobile-app,28,15,3,2024-10-31 21:33:21.744003,21,0,0,1,1,3,3,22,2,0,0,Ruby,0,0,25,low
04fa69f5,68,authentication,28,4,1,2024-07-19 13:50:22.888293,13,1,0,0,3,2,2,4,0,0,0,JavaScript,0,0,27,low
458be75e,61,data-processing,121,31,3,2024-12-02 16:04:59.142527,16,0,0,0,2,2,1,27,3,0,0,JavaScript,0,0,29,low
cab0ac74,9,data-processing,33,45,1,2024-09-10 19:50:05.084520,19,0,0,1,3,2,1,5,0,0,0,TypeScript,0,1,57,medium
082a089a,41,mobile-app,193,9,1,2024-12-31 01:15:10.422885,1,0,0,1,4,3,1,20,3,0,0,Java,0,0,28,low
f42e249b,23,mobile-app,10,38,3,2024-06-10 14:52:23.565262,14,0,0,0,0,3,1,82,7,1,0,JavaScript,0,1,24,low
bc309735,56,data-processing,20,14,2,2024-04-03 01:51:44.914709,1,0,0,1,0,1,4,2,0,0,0,Python,0,0,35,medium
7ef11fb4,52,data-processing,214,7,16,2024-10-09 03:48:07.548050,3,0,0,1,2,1,1,4,0,0,0,C++,1,1,56,medium
b19ba419,67,authentication,9,6,1,2025-01-21 00:33:32.707707,0,0,0,1,0,1,1,20,5,0,0,Python,0,0,34,medium
d103033a,29,authentication,7,6,10,2024-03-10 01:44:30.982168,1,0,1,1,1,3,1,22,2,0,0,JavaScript,0,1,46,medium
a2fe4bea,61,authentication,86,12,1,2024-04-30 19:35:12.155552,19,0,0,1,1,1,4,95,16,0,0,C++,1,0,50,medium
9a2a338e,59,data-processing,92,43,16,2024-04-28 22:09:55.411293,22,0,1,1,0,1,3,48,0,0,1,JavaScript,0,1,57,medium
edd655f8,70,backend-service,73,20,2,2024-12-13 08:17:05.850569,8,1,0,1,3,1,7,3,0,0,0,Python,0,0,40,medium
459274a7,60,mobile-app,71,9,1,2025-03-04 19:59:12.338337,19,0,0,1,0,1,2,5,1,0,0,TypeScript,0,1,24,low
f5007ddf,55,authentication,1,15,3,2024-11-06 02:05:07.189722,2,0,0,1,0,1,2,10,1,0,0,Go,0,0,19,low
86b9bce5,64,authentication,8,0,9,2024-07-11 13:05:32.726045,13,0,0,0,9,1,1,6,1,0,0,Java,0,0,34,medium
4c350f2f,37,frontend-app,177,76,2,2024-11-26 19:07:14.583686,19,0,0,1,0,2,6,3,0,0,0,C++,1,1,50,medium
77465c1c,23,frontend-app,7,11,6,2024-03-10 21:52:49.462511,21,0,1,1,0,1,9,19,1,0,0,Python,0,0,41,medium
081f43b1,31,mobile-app,15,175,7,2024-12-04 18:41:16.315189,18,0,0,1,0,1,1,17,0,0,1,Python,0,0,42,medium
f1ecd9dd,79,frontend-app,36,57,1,2024-11-03 02:05:06.137432,2,0,1,1,0,2,1,20,1,0,0,C#,0,1,33,medium
d95a126d,83,frontend-app,28,26,19,2025-02-13 21:19:21.888768,21,0,0,1,0,1,3,18,4,1,0,JavaScript,0,0,26,low
32df9e47,15,authentication,36,33,3,2025-01-16 12:05:32.069990,12,0,0,0,0,1,1,41,12,0,0,TypeScript,0,1,41,medium
2cfa73c6,8,backend-service,23,59,1,2024-09-15 22:02:52.849998,22,0,1,1,9,2,5,39,6,1,1,JavaScript,0,1,83,high
925c496e,49,authentication,83,5,1,2024-06-25 04:44:30.707542,4,0,0,1,0,1,1,0,0,0,0,Python,0,0,18,low
3f4a7ef9,49,backend-service,125,26,6,2024-10-20 02:36:00.221967,2,0,1,1,2,1,1,5,0,0,1,Python,0,0,50,medium
09100638,44,frontend-app,172,23,1,2025-03-05 21:09:16.334624,21,0,0,1,1,2,1,4,0,0,0,C++,1,0,37,medium
19e3ebd5,108,mobile-app,35,213,2,2024-11-27 07:24:36.785555,7,0,0,1,4,1,4,11,2,0,0,C++,1,0,40,medium
c5b05544,1,mobile-app,68,25,1,2025-02-23 03:28:56.634862,3,0,1,1,4,1,1,60,3,0,0,Go,0,0,49,medium
73efd6db,18,data-processing,94,34,1,2025-01-14 17:50:40.839720,17,0,0,0,2,1,1,30,8,1,0,Java,0,0,41,medium
21842f83,27,mobile-app,11,18,9,2024-10-31 10:10:00.907658,10,0,0,0,0,3,1,83,13,4,0,JavaScript,0,0,25,low
d2c6916c,9,frontend-app,31,38,1,2025-01-20 23:12:24.147422,23,0,0,1,3,2,4,22,2,0,0,C++,1,0,58,medium
a3ab3a99,88,data-processing,132,2,1,2025-01-26 06:09:22.961199,6,0,1,1,0,1,1,5,0,0,0,C++,1,1,48,medium
e33abdea,11,mobile-app,32,8,1,2024-10-12 22:40:20.211033,22,0,1,1,0,0,2,34,7,1,0,Python,0,1,42,medium
e34c51ab,43,mobile-app,14,62,4,2024-09-05 05:56:24.533969,5,0,0,1,0,1,1,29,1,0,0,JavaScript,0,0,24,low
b6921688,47,authentication,25,88,1,2024-05-27 11:43:43.566975,11,0,0,0,0,3,4,1,0,0,0,Ruby,0,0,27,low
13aac4a8,44,frontend-app,170,69,1,2024-12-07 11:41:58.877718,11,0,1,0,0,2,8,1,0,0,0,C#,0,1,55,medium
3cdc19de,50,authentication,40,26,3,2025-01-23 20:50:17.322111,20,0,0,1,0,1,2,34,7,1,0,JavaScript,0,0,28,low
f5aa65a5,45,mobile-app,64,24,3,2024-12-01 21:35:42.610201,21,0,1,1,1,1,3,13,2,0,1,JavaScript,0,0,45,medium
cace194a,15,backend-service,72,6,7,2025-01-20 06:48:55.419725,6,0,0,1,3,2,1,1,0,0,0,JavaScript,0,0,38,medium
ca66c181,36,data-processing,27,70,8,2024-03-23 21:24:17.629512,21,0,1,1,1,2,4,2,0,0,1,C++,1,0,54,medium
b20f1073,58,mobile-app,57,3,2,2025-02-04 08:18:15.354879,8,0,0,1,0,1,3,2,0,0,0,Java,0,0,23,low
3eedaaae,10,mobile-app,31,56,1,2024-10-05 14:05:55.664763,14,0,1,0,1,2,4,2,0,0,0,C++,1,1,52,medium
57b56567,58,authentication,59,4,2,2024-05-18 14:30:04.044639,14,0,1,0,1,1,1,14,2,0,0,TypeScript,0,1,41,medium
58bef1cb,-19,authentication,149,22,9,2024-04-08 04:24:43.304716,4,0,0,1,0,2,1,12,2,0,0,Ruby,0,0,35,medium
89772225,36,mobile-app,165,74,2,2024-05-03 06:17:52.328635,6,1,0,1,1,0,1,31,8,1,0,Java,0,0,31,medium
ae4ac34a,45,backend-service,21,3,1,2025-01-17 00:25:37.742044,0,1,0,1,0,2,1,7,0,0,0,Java,0,0,17,low
d8eded89,27,backend-service,19,23,2,2024-05-10 20:28:26.231628,20,1,0,1,0,0,1,5,1,0,0,JavaScript,0,0,24,low
faa0b623,86,mobile-app,37,47,1,2024-12-25 14:52:43.465610,14,0,0,0,0,1,1,4,0,0,0,JavaScript,0,0,12,low
cba30a20,36,backend-service,3,65,1,2024-10-10 22:28:16.305197,22,0,0,1,1,2,1,47,8,2,0,Go,0,0,22,low
55d89e3b,35,data-processing,18,29,1,2024-03-25 23:56:12.692942,23,0,0,1,6,2,2,6,1,0,0,JavaScript,0,1,57,medium
dfa8c3ef,36,authentication,62,146,1,2024-03-23 19:05:29.399777,19,0,1,1,0,2,1,150,12,3,0,Go,0,0,33,medium
54af33dd,32,authentication,105,25,1,2024-09-27 02:14:56.443448,2,1,0,1,0,1,3,15,0,0,0,Ruby,0,0,37,medium
29d80e7b,54,authentication,0,3,1,2024-12-30 07:05:45.256753,7,0,0,1,0,2,1,8,1,0,0,JavaScript,0,0,17,low
cd941410,-23,backend-service,168,59,1,2024-08-03 22:05:45.770963,22,0,1,1,1,4,7,17,0,0,0,JavaScript,0,0,56,medium
d9da0b9e,20,mobile-app,5,2,1,2024-08-29 10:27:52.182624,10,0,0,0,5,2,1,7,0,0,0,Java,0,0,38,medium
a5a6d5e4,45,data-processing,37,11,2,2025-03-04 01:59:23.790274,1,0,0,1,0,1,1,1,0,0,0,JavaScript,0,0,36,medium
aeba8f3a,90,backend-service,5,80,3,2025-01-22 10:28:14.195071,10,0,0,0,0,3,1,7,0,0,0,C++,1,0,28,low
c4ee2f44,25,mobile-app,16,4,13,2025-01-09 10:40:05.196480,10,0,0,0,0,2,1,23,2,0,0,Java,0,0,17,low
c109456d,35,data-processing,81,85,3,2024-05-18 07:58:33.957430,7,0,1,1,0,1,1,1,0,0,0,C++,1,1,37,medium
7faa4bd3,20,authentication,41,99,4,2024-07-05 13:08:05.578276,13,1,0,0,0,0,1,13,0,0,0,Go,0,0,26,low
9ca5bf55,29,authentication,42,17,6,2024-11-06 08:26:23.527626,8,0,0,1,0,2,1,3,0,0,0,JavaScript,0,0,31,medium
403de1bc,57,authentication,64,6,1,2024-07-06 05:08:14.409527,5,0,1,1,0,1,8,30,4,0,0,Ruby,0,0,34,medium
b93e486c,28,mobile-app,77,101,3,2024-03-12 17:33:00.767163,17,0,0,0,4,0,2,21,5,0,0,Python,0,0,33,medium
a03e5bd2,74,authentication,206,107,1,2024-03-17 06:39:13.265769,6,0,1,1,3,2,2,3,0,0,0,TypeScript,0,0,50,medium
7d9f404a,32,data-processing,80,3,2,2024-12-05 05:04:08.364736,5,0,0,1,0,0,1,15,0,0,0,Ruby,0,0,34,medium
ed1f4343,48,mobile-app,60,57,1,2024-06-24 08:36:15.185823,8,0,0,1,1,3,1,7,1,0,0,C++,1,0,29,low
e18de69e,110,authentication,24,85,1,2024-03-15 00:00:19.396861,0,1,0,1,0,3,1,9,0,0,0,C++,1,0,25,low
1feea4c4,52,frontend-app,21,77,4,2024-07-03 09:03:25.983761,9,0,0,0,0,2,2,40,8,0,0,TypeScript,0,0,29,low
ef34da27,59,mobile-app,222,20,1,2024-11-21 09:23:26.527868,9,0,0,0,0,1,4,42,0,0,0,Python,0,1,32,medium
a913d944,33,frontend-app,7,51,1,2025-01-24 10:50:42.129604,10,1,0,0,1,3,4,9,0,0,0,Python,0,0,35,medium
94162e56,29,backend-service,36,17,3,2024-07-01 00:29:19.687600,0,0,0,1,1,3,2,6,1,0,0,Python,0,1,30,medium
ab71cb76,42,mobile-app,149,40,2,2024-04-16 16:14:59.326165,16,0,0,0,0,2,1,15,2,0,0,Python,0,0,29,low
6f0bb2f4,23,mobile-app,4,6,9,2024-12-24 08:38:29.857715,8,0,0,1,0,0,1,25,4,0,0,Python,0,1,28,low
8d076438,36,frontend-app,37,8,4,2024-08-24 17:13:13.563745,17,0,1,0,0,1,1,5,0,0,0,Java,0,1,34,medium
6b0fab88,40,authentication,69,60,1,2025-01-05 02:27:52.342446,2,0,1,1,3,1,2,24,5,1,0,C++,1,0,46,medium
39b4ee5d,-12,authentication,39,1,2,2025-02-24 07:01:48.392453,7,0,0,1,0,4,2,1,0,0,0,JavaScript,0,0,23,low
82ca659a,-3,authentication,26,28,3,2024-10-27 02:41:01.627939,2,0,1,1,0,3,2,35,1,0,1,Java,0,0,46,medium
4d7bbc2c,52,data-processing,38,118,11,2024-05-11 19:44:58.811904,19,0,1,1,9,2,6,18,2,0,0,C++,1,0,63,high
10d03dd5,69,backend-service,1,9,2,2024-08-21 06:03:14.081449,6,0,0,1,1,4,1,16,2,0,0,Java,0,1,37,medium
a0399769,-9,mobile-app,47,58,5,2024-04-13 22:43:58.456783,22,0,1,1,1,1,5,23,3,0,0,JavaScript,0,0,50,medium
259a4730,36,authentication,15,72,1,2024-09-21 21:36:36.553042,21,0,1,1,0,2,1,56,13,3,0,TypeScript,0,0,32,medium
d9538209,37,mobile-app,25,63,1,2024-12-18 06:33:33.381465,6,0,0,1,0,0,5,28,5,1,0,JavaScript,0,0,37,medium
d287ce74,30,mobile-app,346,23,1,2024-04-16 15:02:42.072246,15,0,0,0,0,0,7,29,7,0,0,Java,0,0,27,low
fb9cf0d7,45,mobile-app,61,45,10,2024-04-14 14:10:47.116748,14,0,1,0,1,3,1,16,2,0,1,Python,0,0,44,medium
1f2f965a,42,frontend-app,11,30,1,2025-01-23 17:59:16.161533,17,0,0,0,1,1,9,13,1,0,0,JavaScript,0,0,32,medium
9d4ace97,-3,data-processing,71,77,26,2024-05-19 23:10:23.144586,23,0,1,1,5,1,1,19,3,1,0,JavaScript,0,1,72,high
f213862c,48,frontend-app,3,16,1,2025-02-02 22:00:34.897677,22,0,1,1,0,2,4,1,0,0,0,Python,0,0,25,low
78ebb0e2,67,frontend-app,5,104,6,2025-01-28 18:59:59.463992,18,0,0,1,1,2,8,25,7,0,0,Java,0,1,35,medium
9ca70d41,51,mobile-app,47,4,2,2024-08-10 11:24:16.387337,11,0,1,0,0,1,2,0,0,0,0,C#,0,0,21,low
ab1c1277,94,backend-service,40,98,1,2024-09-20 20:49:02.441499,20,1,0,1,0,1,1,10,1,0,0,JavaScript,0,0,17,low
4f228f6d,29,backend-service,181,4,1,2025-03-04 23:17:30.116509,23,0,0,1,0,2,1,0,0,0,1,JavaScript,0,1,40,medium
acff925a,60,authentication,93,47,8,2024-08-30 13:04:49.705701,13,1,0,0,0,2,3,37,1,0,0,JavaScript,0,0,31,medium
bcf1794e,31,authentication,51,9,7,2024-11-14 17:11:51.768117,17,0,0,0,0,1,3,4,0,0,0,Ruby,0,0,22,low
b804164f,60,frontend-app,604,1,8,2024-08-07 22:34:41.635809,22,0,0,1,2,1,6,52,3,0,0,JavaScript,0,0,52,medium
0be44f4f,37,frontend-app,6,11,4,2024-07-17 20:14:03.060486,20,0,0,1,1,2,1,32,1,0,0,JavaScript,0,0,24,low
57e37de3,52,data-processing,16,21,1,2024-11-27 19:42:18.163750,19,0,0,1,0,4,1,8,2,0,0,PHP,0,0,25,low
ab04a647,19,frontend-app,67,0,5,2025-02-19 10:46:39.120978,10,0,0,0,0,3,3,62,10,2,0,Java,0,0,31,medium
7adb5d2c,32,authentication,28,7,3,2024-03-09 20:02:21.651407,20,0,1,1,1,1,2,9,1,0,0,JavaScript,0,0,41,medium
e3d26047,52,frontend-app,65,0,1,2024-06-19 11:02:33.809541,11,0,0,0,0,2,1,16,1,0,0,Python,0,0,27,low
d5443d05,15,mobile-app,283,60,1,2024-10-02 22:05:33.665758,22,0,0,1,1,3,1,4,0,0,1,TypeScript,0,1,46,medium
0032aa89,51,data-processing,48,14,2,2024-09-06 10:35:55.247245,10,1,0,0,0,2,1,5,0,0,0,Ruby,0,1,35,medium
a21882c6,75,backend-service,59,27,3,2025-02-01 02:19:42.971116,2,0,1,1,0,1,1,2,0,0,0,C#,0,0,25,low
e218c306,26,frontend-app,149,11,6,2024-09-14 09:30:11.268689,9,0,1,0,0,2,1,26,1,0,0,Java,0,0,26,low
f8badde3,37,authentication,33,25,5,2025-03-03 13:23:11.028608,13,0,0,0,0,1,1,34,6,0,0,JavaScript,0,1,30,medium
21964002,24,frontend-app,120,43,3,2024-10-26 07:47:02.309054,7,0,1,1,0,3,2,14,2,0,0,JavaScript,0,1,49,medium
ffc887d0,44,authentication,23,76,2,2024-05-30 04:26:59.470355,4,0,0,1,0,1,3,13,3,0,0,C++,1,0,32,medium
0799ee35,58,mobile-app,16,16,7,2024-11-08 13:10:44.372107,13,1,0,0,0,2,1,40,11,2,0,TypeScript,0,0,21,low
e0fcf86f,23,data-processing,12,9,1,2025-02-03 23:37:29.373866,23,0,0,1,0,0,1,16,0,0,0,Python,0,0,32,medium
0ddbb26b,22,mobile-app,32,51,9,2024-12-04 07:36:47.337376,7,0,0,1,2,3,1,2,0,0,0,Python,0,0,23,low
7178d330,9,frontend-app,90,8,1,2024-03-08 23:49:40.736023,23,1,0,1,0,2,1,21,0,0,0,Python,0,1,29,low
12057c93,67,frontend-app,105,11,3,2024-05-15 08:57:12.447825,8,0,0,1,0,0,3,4,0,0,0,JavaScript,0,0,29,low
87483e60,11,frontend-app,130,32,5,2024-04-19 08:27:29.922967,8,1,0,1,3,3,1,16,1,0,0,C++,1,1,59,medium
d0097437,102,frontend-app,29,12,2,2024-05-12 08:08:59.430238,8,0,1,1,1,2,1,5,0,0,0,Go,0,0,38,medium
71eb611b,36,authentication,144,77,2,2024-06-14 18:41:48.360338,18,1,0,1,0,1,1,29,6,0,0,Go,0,0,28,low
e3d70c2d,41,authentication,93,17,2,2024-03-28 16:05:24.755893,16,0,0,0,0,1,6,32,9,0,0,JavaScript,0,0,24,low
8bd2f408,45,mobile-app,20,107,1,2025-02-07 19:59:33.845185,19,1,0,1,5,0,1,5,0,0,0,Java,0,0,41,medium
3d8dd76c,46,authentication,10,3,2,2024-04-13 16:19:27.254083,16,0,1,0,1,3,2,1,0,0,0,C#,0,0,22,low
e95010cb,33,backend-service,26,10,2,2025-01-27 03:01:31.166348,3,0,0,1,0,1,1,36,0,0,0,Swift,0,0,19,low
f5144c7e,29,frontend-app,692,14,1,2024-07-26 17:37:50.755196,17,1,0,0,0,1,4,47,6,1,0,Java,0,0,49,medium
8caf9809,16,mobile-app,18,76,1,2024-12-17 13:31:13.795885,13,0,0,0,0,2,1,26,5,1,0,PHP,0,1,33,medium
4f1807fc,60,data-processing,317,2,1,2025-03-02 20:00:17.476418,20,0,1,1,0,0,3,41,7,2,1,Java,0,0,50,medium
85090da8,26,frontend-app,143,78,3,2025-02-19 15:17:03.605925,15,0,0,0,1,2,1,12,1,0,0,C#,0,0,40,medium
78eb3ea8,21,data-processing,309,16,1,2024-11-02 01:36:26.563856,1,0,1,1,0,2,1,12,2,0,1,Python,0,0,52,medium
8c9ae636,12,backend-service,82,40,1,2024-11-29 07:00:59.780100,7,1,0,1,0,0,1,0,0,0,0,Python,0,1,25,low
24961dd3,38,mobile-app,48,5,1,2024-07-25 19:10:49.279755,19,0,0,1,1,3,9,67,19,6,0,Ruby,0,0,33,medium
47afbb99,22,data-processing,86,6,1,2024-07-07 17:42:51.443304,17,0,1,0,0,3,1,14,0,0,0,JavaScript,0,0,21,low
f0f8e382,14,mobile-app,185,6,1,2024-11-08 09:32:18.584346,9,1,0,0,5,2,6,3,0,0,1,C#,0,1,59,medium
195a173a,7,mobile-app,7,97,1,2024-08-24 21:27:38.778982,21,0,1,1,1,0,1,5,0,0,1,JavaScript,0,1,52,medium
bc774e9f,62,authentication,219,64,1,2024-12-20 14:21:48.234257,14,1,0,0,0,0,6,20,0,0,1,C#,0,0,46,medium
080d2396,-5,frontend-app,170,115,1,2024-10-16 14:28:57.579743,14,0,0,0,0,2,1,17,4,1,0,JavaScript,0,0,27,low
76ade866,69,mobile-app,46,3,3,2025-02-25 02:03:05.048834,2,0,0,1,0,1,1,4,1,0,1,PHP,0,0,28,low
ae70aefe,33,data-processing,21,52,1,2024-03-28 23:24:01.793177,23,0,0,1,3,0,6,4,0,0,0,Go,0,1,53,medium
27184db0,36,frontend-app,13,28,2,2024-03-20 18:05:56.676729,18,0,0,1,4,0,4,0,0,0,0,Python,0,0,29,low
a85edd2b,50,frontend-app,32,8,1,2025-01-20 23:06:31.550422,23,0,0,1,0,1,1,5,0,0,0,Python,0,1,30,medium
d381390d,27,authentication,115,21,1,2024-12-25 14:30:14.971339,14,0,0,0,0,1,1,48,9,1,0,Ruby,0,0,32,medium
121834e1,46,frontend-app,45,111,1,2024-10-14 17:53:22.353582,17,0,0,0,2,0,1,10,1,0,0,C++,1,0,35,medium
c137b54d,43,mobile-app,66,32,1,2024-08-05 18:08:27.543897,18,0,0,1,0,1,6,12,1,0,0,C++,1,1,49,medium
433c62e9,47,backend-service,118,27,1,2024-09-18 21:32:55.397104,21,0,0,1,2,2,1,16,0,0,1,Python,0,0,34,medium
e11bb991,-27,authentication,8,8,7,2025-01-07 21:06:15.863009,21,0,0,1,0,0,3,8,2,0,0,Go,0,0,31,medium
8adb47b0,-16,mobile-app,99,50,14,2024-06-05 15:40:52.149306,15,0,0,0,6,2,2,7,0,0,0,Java,0,0,42,medium
b3c80b70,7,authentication,98,13,3,2024-12-17 14:29:12.626357,14,0,0,0,0,1,1,10,0,0,0,JavaScript,0,0,22,low
8bc9b04a,53,data-processing,31,43,5,2024-12-03 14:03:24.203256,14,0,0,0,0,0,3,36,2,0,0,Java,0,1,26,low
5e6e74fe,22,frontend-app,41,23,1,2025-01-25 05:56:07.707314,5,0,1,1,0,1,6,17,4,0,0,Python,0,0,36,medium
239cd653,61,backend-service,144,13,3,2024-07-25 06:35:24.807564,6,0,0,1,0,2,1,15,1,0,0,C++,1,0,24,low
3757c669,23,data-processing,25,9,1,2024-09-29 11:05:22.044964,11,0,1,0,0,2,2,40,5,0,0,JavaScript,0,1,48,medium
c4efe6f1,73,mobile-app,6,17,5,2024-10-12 05:25:40.699198,5,0,1,1,5,2,4,18,2,0,0,JavaScript,0,0,44,medium
80f748b9,47,backend-service,3,176,2,2025-01-14 14:26:25.683828,14,0,0,0,0,1,2,17,1,0,0,Java,0,0,24,low
efa78048,80,mobile-app,174,13,2,2024-07-03 08:41:21.339132,8,0,0,1,4,2,1,20,5,1,0,Python,0,1,49,medium
c91b225e,69,authentication,202,18,5,2024-03-22 00:58:50.572813,0,1,0,1,1,1,6,13,1,0,0,JavaScript,0,0,42,medium
cbad3d98,42,authentication,9,62,1,2024-04-10 16:02:59.228729,16,0,0,0,1,2,3,2,0,0,0,Java,0,1,27,low
8f51548f,28,frontend-app,2,27,1,2024-06-21 20:42:03.288295,20,1,0,1,1,0,2,1,0,0,0,C++,1,1,51,medium
3c21c13c,73,authentication,18,36,4,2025-02-25 07:01:22.013163,7,0,0,1,1,2,4,11,1,0,0,Java,0,0,35,medium
a1bd053b,3,frontend-app,88,0,4,2024-10-23 02:10:51.367483,2,0,0,1,0,2,1,51,8,0,0,Java,0,0,38,medium
ab0e3f8f,47,mobile-app,12,18,4,2024-10-15 11:05:15.381208,11,0,0,0,0,1,1,63,1,0,0,C++,1,0,27,low
a878ab0b,62,data-processing,16,2,1,2025-02-13 22:35:58.182717,22,0,0,1,0,1,2,50,5,1,0,C++,1,0,27,low
42975106,53,frontend-app,18,30,11,2024-09-25 20:34:52.228567,20,0,0,1,5,3,1,15,0,0,0,Python,0,0,43,medium
